timestamp,pid,name,value,unit
2025-07-16 18:47:50,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:50,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:50,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:50,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:50,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:50,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:51,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:51,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:51,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:51,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:51,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:51,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:52,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:52,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:52,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:52,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:52,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:52,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:53,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:53,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:53,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:53,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:53,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:53,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:54,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:54,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:54,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:54,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:54,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:54,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:55,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:55,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:55,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:55,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:55,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:55,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:56,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:56,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:56,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:56,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:56,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:56,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:57,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:57,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:57,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:57,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:57,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:57,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:58,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:58,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:58,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:58,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:58,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:58,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:47:59,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:47:59,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:47:59,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:47:59,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:47:59,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:47:59,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:00,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:00,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:00,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:00,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:00,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:48:00,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:01,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:01,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:01,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:01,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:01,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:48:01,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:02,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:02,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:02,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:02,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:02,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:48:02,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:03,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:03,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:03,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:03,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:03,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:48:03,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:04,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:04,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:04,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:04,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:04,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:04,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:05,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:05,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:05,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:05,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:05,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:05,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:06,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:06,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:06,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:06,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:06,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:48:06,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:07,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:07,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:07,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:07,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:07,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:07,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:08,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:08,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:08,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:08,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:08,INTAKE_TEMP,INTAKE_TEMP,38 degree_Celsius,degree_Celsius
2025-07-16 18:48:08,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:09,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:09,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:09,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:09,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:09,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:09,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:10,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:10,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:10,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:10,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:10,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:10,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:11,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:11,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:11,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:11,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:11,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:11,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:12,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:12,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:12,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:12,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:12,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:12,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:13,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:13,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:13,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:13,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:13,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:13,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:14,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
2025-07-16 18:48:14,SPEED,SPEED,0.0 kilometer_per_hour,kilometer_per_hour
2025-07-16 18:48:14,ENGINE_LOAD,ENGINE_LOAD,0.0 percent,percent
2025-07-16 18:48:14,COOLANT_TEMP,COOLANT_TEMP,29 degree_Celsius,degree_Celsius
2025-07-16 18:48:14,INTAKE_TEMP,INTAKE_TEMP,37 degree_Celsius,degree_Celsius
2025-07-16 18:48:14,THROTTLE_POS,THROTTLE_POS,0.0 percent,percent
2025-07-16 18:48:15,RPM,RPM,0.0 revolutions_per_minute,revolutions_per_minute
